Session,Date,Period,Movement,Distance,Duration,Passengers,Earnings,Tips,Cancel,Shared,TrueShared,Conversation,Origin,Goal,RatingConversation,RatingRoute,RatingComfortability,DOW,Month,StartTime,PickupTime,EndTime,TimeLabel,StartLocation,StartGas,EndGas,GasUsage,Wage,RatingSum,RatingMean
1,2019-06-19T00:00:00Z,Search,Idle,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,17.616666666666667,NA,17.683333333333334,Other,La Jolla Shores,6.4,6.4,0,NA,NA,NA
1,2019-06-19T00:00:00Z,Drive,Drive,4.78,15,2,6.49,0,FALSE,TRUE,0,FALSE,Social,Home,NA,NA,NA,3,6,17.683333333333334,17.766666666666666,18.016666666666666,Other,La Jolla Shores,6.4,6.8,0.39999999999999947,25.96,NA,NA
1,2019-06-19T00:00:00Z,Search,Inference,0.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,18.016666666666666,NA,18.033333333333335,Other,Eastgate,6.8,6.9,0.10000000000000053,NA,NA,NA
1,2019-06-19T00:00:00Z,Drive,Drive,1.32,7.8,1,3,0,FALSE,TRUE,0,FALSE,Work,Food,NA,NA,NA,3,6,18.033333333333335,18.116666666666667,18.266666666666666,EveningCommute,Eastgate,6.9,7.1,0.1999999999999993,23.076923076923077,NA,NA
1,2019-06-19T00:00:00Z,Search,Inference,0.25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,18.266666666666666,NA,18.4,Other,UTC,7.1,7.1,0,NA,NA,NA
1,2019-06-19T00:00:00Z,Drive,Drive,1.81,5.5,1,3,1,FALSE,TRUE,0,TRUE,Home,Social,NA,NA,NA,3,6,18.4,18.466666666666665,18.55,Other,UTC,7.1,7.22,0.1200000000000001,43.63636363636363,NA,NA
1,2019-06-19T00:00:00Z,Return,Home,1.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,18.55,NA,18.6,Other,La Jolla Village,7.22,7.3,0.08000000000000007,NA,NA,NA
2,2019-06-20T00:00:00Z,Search,Idle,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,13.633333333333333,NA,13.7,Other,UCSD,7.58,7.58,0,NA,NA,NA
2,2019-06-20T00:00:00Z,Drive,Drive,2.66,8.72,2,3.7,2,FALSE,FALSE,0,TRUE,Leisure,Leisure,NA,NA,NA,4,6,13.7,13.75,13.9,Other,Scripps,7.58,7.81,0.22999999999999954,39.220183486238525,NA,NA
2,2019-06-20T00:00:00Z,Search,Inference,3.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,13.9,NA,14.316666666666666,Other,La Jolla,7.81,7.98,0.17000000000000082,NA,NA,NA
2,2019-06-20T00:00:00Z,Drive,Drive,10.65,22.37,1,11.98,0,FALSE,TRUE,0,TRUE,Work,Home,NA,NA,NA,4,6,14.316666666666666,14.4,14.766666666666667,AfternoonCommute,Bird Rock,7.98,8.52,0.5399999999999991,32.13232007152436,NA,NA
2,2019-06-20T00:00:00Z,Search,Inference,0.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,14.766666666666667,NA,14.9,Other,Eastgate,8.52,8.58,0.0600000000000005,NA,NA,NA
2,2019-06-20T00:00:00Z,Drive,Drive,1.7,4.7,1,4.25,0,FALSE,TRUE,0,FALSE,Work,Home,NA,NA,NA,4,6,14.9,15.033333333333333,15.1,AfternoonCommute,Eastgate,8.58,8.77,0.1899999999999995,54.25531914893617,NA,NA
2,2019-06-20T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,15.1,NA,15.1,Other,Eastgate,8.77,8.77,0,NA,NA,NA
2,2019-06-20T00:00:00Z,Drive,Drive,14.59,35.57,1,17.53,0,FALSE,FALSE,0,FALSE,Work,Home,NA,NA,NA,4,6,15.1,15.183333333333334,15.766666666666667,EveningCommute,Eastgate,8.77,9.44,0.6699999999999999,29.569862243463596,NA,NA
2,2019-06-20T00:00:00Z,Search,Home,15.2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,15.766666666666667,NA,16.416666666666668,Other,City Heights,9.44,10.38,0.9400000000000013,NA,NA,NA
3,2019-06-20T00:00:00Z,Search,Inference,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,21.25,NA,21.316666666666666,Other,UCSD,9.9,9.98,0.08000000000000007,NA,NA,NA
3,2019-06-20T00:00:00Z,Drive,Drive,2.21,8.25,1,3.3,0,FALSE,TRUE,0,FALSE,School,Home,NA,NA,NA,4,6,21.316666666666666,21.333333333333332,21.483333333333334,Other,UCSD,9.98,10.16,0.17999999999999972,23.999999999999996,NA,NA
3,2019-06-20T00:00:00Z,Search,Idle,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,21.483333333333334,NA,21.616666666666667,Other,UTC,10.16,10.16,0,NA,NA,NA
3,2019-06-20T00:00:00Z,Drive,Drive,15.67,28.74,2,16.69,0,FALSE,TRUE,1,TRUE,Home,Social,NA,NA,NA,4,6,21.616666666666667,21.666666666666668,22.15,Other,UTC,10.16,11.3,1.1400000000000006,34.84342379958247,NA,NA
3,2019-06-20T00:00:00Z,Search,Home,18.6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,22.15,NA,22.5,Other,Gaslamp,11.3,12.35,1.049999999999999,NA,NA,NA
4,2019-06-21T00:00:00Z,Search,Idle,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,13.166666666666666,NA,13.283333333333333,Other,UCSD,11.51,11.51,0,NA,NA,NA
4,2019-06-21T00:00:00Z,Drive,Drive,12.75,20.3,3,12.89,0,FALSE,FALSE,0,FALSE,School,Leisure,NA,NA,NA,5,6,13.283333333333333,13.383333333333333,13.716666666666667,Other,UCSD,11.51,12.05,0.5400000000000009,38.09852216748769,NA,NA
4,2019-06-21T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,13.716666666666667,NA,13.716666666666667,Other,Mission Valley,12.05,12.05,0,NA,NA,NA
4,2019-06-21T00:00:00Z,Drive,Drive,6.61,15.3,1,7.76,0,FALSE,FALSE,0,FALSE,Leisure,Hotel,NA,NA,NA,5,6,13.716666666666667,13.783333333333333,14.033333333333333,Other,Mission Valley,12.05,12.35,0.29999999999999893,30.431372549019606,NA,NA
4,2019-06-21T00:00:00Z,Search,Idle,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,14.033333333333333,NA,14.05,Other,Barrio Logan,12.35,12.38,0.030000000000001137,NA,NA,NA
4,2019-06-21T00:00:00Z,Drive,Drive,3.57,12.78,1,5.21,2,FALSE,TRUE,0,FALSE,Leisure,Hotel,NA,NA,NA,5,6,14.05,14.133333333333333,14.35,Other,Barrio Logan,12.38,12.61,0.22999999999999865,33.84976525821597,NA,NA
4,2019-06-21T00:00:00Z,Search,Idle,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,14.35,NA,14.35,Other,Marina,12.61,12.61,0,NA,NA,NA
4,2019-06-21T00:00:00Z,Drive,Drive,11.15,31,1,14.22,2.9,FALSE,FALSE,0,FALSE,Hotel,Food,NA,NA,NA,5,6,14.35,14.383333333333333,14.9,Other,Marina,12.61,13,0.39000000000000057,33.13548387096775,NA,NA
4,2019-06-21T00:00:00Z,Search,Home,18,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,14.9,NA,15.666666666666666,Other,SDSU,13,14,1,NA,NA,NA
5,2019-06-23T00:00:00Z,Search,Hotspot,5.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,18.333333333333332,NA,18.566666666666666,Other,La Jolla Shores,0.4,0.58,0.17999999999999994,NA,NA,NA
5,2019-06-23T00:00:00Z,Drive,Drive,12.45,23.75,4,13.46,5.16,FALSE,FALSE,0,FALSE,Social,Social,NA,NA,NA,7,6,18.566666666666666,18.616666666666667,19.016666666666666,Nightlife,Pacific Beach,0.58,1.1,0.5200000000000001,47.04,NA,NA
5,2019-06-23T00:00:00Z,Search,Hotspot,0.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,19.016666666666666,NA,19.083333333333332,Other,South Park,1.1,1.15,0.04999999999999982,NA,NA,NA
5,2019-06-23T00:00:00Z,Drive,Drive,4.12,7.92,2,4.47,2,FALSE,FALSE,0,TRUE,Home,Social,NA,NA,NA,7,6,19.083333333333332,19.15,19.283333333333335,Nightlife,South Park,1.15,1.48,0.33000000000000007,49.015151515151516,NA,NA
5,2019-06-23T00:00:00Z,Search,Idle,0.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,19.283333333333335,NA,19.333333333333332,Other,Mission Hills,1.48,1.5,0.020000000000000018,NA,NA,NA
5,2019-06-23T00:00:00Z,Drive,Drive,10.08,12.83,2,9.46,5,FALSE,FALSE,0,TRUE,Social,Home,NA,NA,NA,7,6,19.333333333333332,19.383333333333333,19.6,Other,Mission Hills,1.5,1.84,0.3400000000000001,67.62275915822292,NA,NA
5,2019-06-23T00:00:00Z,Search,Inference,3.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,19.6,NA,19.716666666666665,Other,University City,1.84,1.95,0.10999999999999988,NA,NA,NA
5,2019-06-23T00:00:00Z,Drive,Drive,9.68,20.12,1,10.84,0,FALSE,TRUE,0,FALSE,Social,Food,NA,NA,NA,7,6,19.716666666666665,19.8,20.133333333333333,Other,La Jolla Shores,1.95,2.4,0.44999999999999996,32.32604373757455,NA,NA
5,2019-06-23T00:00:00Z,Search,Idle,0.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,20.133333333333333,NA,20.25,Other,Miramar,2.4,2.45,0.050000000000000266,NA,NA,NA
5,2019-06-23T00:00:00Z,Drive,Drive,3.48,11.22,1,4.8,0,FALSE,TRUE,0,FALSE,Food,Home,NA,NA,NA,7,6,20.25,20.3,20.483333333333334,Other,Miramar,2.45,2.68,0.22999999999999998,25.668449197860962,NA,NA
5,2019-06-23T00:00:00Z,Search,Inference,15,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,20.483333333333334,NA,21.35,Other,Mira Mesa,2.68,3.29,0.6099999999999999,NA,NA,NA
5,2019-06-23T00:00:00Z,Return,Home,7.2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,21.35,NA,21.633333333333333,Other,Pacific Beach,3.29,3.6,0.31000000000000005,NA,NA,NA
6,2019-06-24T00:00:00Z,Search,Hotspot,10.1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,17.6,NA,17.95,Other,UCSD,3.63,4,0.3700000000000001,NA,NA,NA
6,2019-06-24T00:00:00Z,Drive,Drive,1.2,7.5,1,3,3,FALSE,FALSE,0,TRUE,Social,Hotel,NA,NA,NA,1,6,17.95,17.966666666666665,18.083333333333332,Other,Old Town,4,4.15,0.15000000000000036,48,NA,NA
6,2019-06-24T00:00:00Z,Search,Idle,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,18.083333333333332,NA,18.083333333333332,Other,Old Town,4.15,4.15,0,NA,NA,NA
6,2019-06-24T00:00:00Z,Drive,Drive,9.6,14.23,2,9.46,0,FALSE,FALSE,0,FALSE,Social,Hotel,NA,NA,NA,1,6,18.083333333333332,18.116666666666667,18.35,Other,Old Town,4.15,4.42,0.2699999999999996,39.88756148981027,NA,NA
6,2019-06-24T00:00:00Z,Search,Idle,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,18.35,NA,18.4,Other,SDSU,4.42,4.44,0.020000000000000462,NA,NA,NA
6,2019-06-24T00:00:00Z,Drive,Drive,13.93,24,3,14.49,4.1,FALSE,FALSE,0,TRUE,Home,Social,NA,NA,NA,1,6,18.4,18.45,18.85,Other,SDSU,4.44,4.98,0.54,46.475,NA,NA
6,2019-06-24T00:00:00Z,Return,Home,8.4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,18.85,NA,19.233333333333334,Other,Pacific Beach,4.98,5.39,0.40999999999999925,NA,NA,NA
7,2019-06-25T00:00:00Z,Search,Inference,1.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,7.666666666666667,NA,7.816666666666666,Other,UCSD,5.39,5.45,0.0600000000000005,NA,NA,NA
7,2019-06-25T00:00:00Z,Drive,Drive,3.1,10,1,4.33,0,FALSE,FALSE,0,FALSE,Hotel,Work,NA,NA,NA,2,6,7.816666666666666,7.866666666666667,8.033333333333333,MorningCommute,UTC,5.45,5.68,0.22999999999999954,25.98,NA,NA
7,2019-06-25T00:00:00Z,Search,Inference,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,8.033333333333333,NA,8.05,Other,Torrey Pines,5.68,5.68,0,NA,NA,NA
7,2019-06-25T00:00:00Z,Drive,Drive,4.75,15,1,6.49,2,FALSE,FALSE,0,TRUE,Hotel,Work,NA,NA,NA,2,6,8.05,8.1,8.35,MorningCommute,Torrey Pines,5.68,5.96,0.28000000000000025,33.96,NA,NA
7,2019-06-25T00:00:00Z,Search,Hotspot,0.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,8.35,NA,8.4,Other,Eastgate,5.96,6.01,0.04999999999999982,NA,NA,NA
7,2019-06-25T00:00:00Z,Drive,Drive,2.03,11,1,3.84,0,FALSE,FALSE,0,TRUE,Home,Work,NA,NA,NA,2,6,8.4,8.5,8.683333333333334,MorningCommute,UTC,6.01,6.23,0.22000000000000064,20.945454545454542,NA,NA
7,2019-06-25T00:00:00Z,Return,Home,1.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,8.683333333333334,NA,8.8,Other,UCSD,6.23,6.31,0.07999999999999918,NA,NA,NA
8,2019-06-26T00:00:00Z,Search,Inference,5.4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,10.95,NA,11.233333333333333,Other,UCSD,7.2,7.45,0.25,NA,NA,NA
8,2019-06-26T00:00:00Z,Drive,Drive,14.98,22.08,1,14.75,0,FALSE,TRUE,0,FALSE,Home,Airport,NA,NA,NA,3,6,11.233333333333333,11.266666666666667,11.633333333333333,Other,UTC,7.45,8,0.5499999999999998,40.08152173913044,NA,NA
8,2019-06-26T00:00:00Z,Search,Inference,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,11.633333333333333,NA,11.65,Other,Airport,8,8.1,0.09999999999999964,NA,NA,NA
8,2019-06-26T00:00:00Z,Drive,Drive,17.41,22.67,1,16.45,4,FALSE,FALSE,0,TRUE,Airport,Work,NA,NA,NA,3,6,11.65,11.833333333333334,12.216666666666667,AfternoonCommute,Airport,8.1,8.62,0.5199999999999996,54.124393471548295,NA,NA
8,2019-06-26T00:00:00Z,Search,Idle,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,12.216666666666667,NA,12.366666666666667,Other,Miramar,8.62,8.62,0,NA,NA,NA
8,2019-06-26T00:00:00Z,Drive,Drive,1.33,6.25,1,4.5,0,FALSE,TRUE,0,TRUE,Home,Food,NA,NA,NA,3,6,12.366666666666667,12.516666666666667,12.616666666666667,Other,Miramar,8.62,8.83,0.21000000000000085,43.199999999999996,NA,NA
8,2019-06-26T00:00:00Z,Search,Home,7.9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,12.616666666666667,NA,13.266666666666667,Other,Mira Mesa,8.83,9.13,0.3000000000000007,NA,NA,NA
8,2019-06-26T00:00:00Z,Drive,Drive,3.99,14.55,1,5.88,0,FALSE,TRUE,0,FALSE,Work,Home,NA,NA,NA,3,6,13.266666666666667,13.3,13.533333333333333,AfternoonCommute,Torrey Pines,9.13,9.43,0.29999999999999893,24.247422680412367,NA,NA
8,2019-06-26T00:00:00Z,Search,Idle,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,13.533333333333333,NA,13.55,Other,Eastgate,9.43,9.45,0.019999999999999574,NA,NA,NA
8,2019-06-26T00:00:00Z,Drive,Drive,11.04,19.28,2,11.54,0,FALSE,FALSE,0,TRUE,Social,Home,NA,NA,NA,3,6,13.55,13.6,13.916666666666666,Other,Eastgate,9.45,9.87,0.41999999999999993,35.91286307053941,NA,NA
8,2019-06-26T00:00:00Z,Search,Home,7.2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,13.916666666666666,NA,14.383333333333333,Other,Pacific Beach,9.87,10.23,0.3600000000000012,NA,NA,NA
9,2019-06-27T00:00:00Z,Search,Idle,0.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,16.1,NA,16.15,Other,UCSD,0.31,0.33,0.020000000000000018,NA,NA,NA
9,2019-06-27T00:00:00Z,Drive,Drive,3.17,12.4,4,4.86,0,FALSE,FALSE,0,FALSE,Leisure,Home,NA,NA,NA,4,6,16.15,16.25,16.466666666666665,Other,La Jolla Shores,0.33,0.62,0.29,23.516129032258068,NA,NA
9,2019-06-27T00:00:00Z,Search,Inference,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,16.466666666666665,NA,16.466666666666665,Other,UTC,0.62,0.63,0.010000000000000009,NA,NA,NA
9,2019-06-27T00:00:00Z,Drive,Drive,0.5,4.34,1,3,0,FALSE,FALSE,0,FALSE,Home,Home,NA,NA,NA,4,6,16.466666666666665,16.5,16.583333333333332,Other,UTC,0.63,0.7,0.06999999999999995,41.474654377880185,NA,NA
9,2019-06-27T00:00:00Z,Search,Idle,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,16.583333333333332,NA,16.583333333333332,Other,UTC,0.7,0.7,0,NA,NA,NA
9,2019-06-27T00:00:00Z,Drive,Drive,1.69,6.13,1,3,0,FALSE,TRUE,0,FALSE,Food,Home,NA,NA,NA,4,6,16.583333333333332,16.666666666666668,16.766666666666666,Other,La Jolla Village,0.7,0.86,0.16000000000000003,29.363784665579118,NA,NA
9,2019-06-27T00:00:00Z,Search,Inference,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,16.766666666666666,NA,16.85,Other,La Jolla Colony,0.86,0.95,0.08999999999999997,NA,NA,NA
9,2019-06-27T00:00:00Z,Drive,Drive,4.83,12.58,1,5.99,2,FALSE,TRUE,0,TRUE,Home,Social,NA,NA,NA,4,6,16.85,16.883333333333333,17.1,Other,La Jolla Colony,0.95,1.19,0.24,38.10810810810811,NA,NA
9,2019-06-27T00:00:00Z,Search,Inference,1.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,17.1,NA,17.25,Other,Miramar,1.19,1.29,0.10000000000000009,NA,NA,NA
9,2019-06-27T00:00:00Z,Drive,Drive,2.63,18.67,1,5.92,2,FALSE,FALSE,0,TRUE,Work,Hotel,NA,NA,NA,4,6,17.25,17.316666666666666,17.633333333333333,EveningCommute,Eastgate,1.29,1.57,0.28,25.45259775040171,NA,NA
9,2019-06-27T00:00:00Z,Return,Home,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,17.633333333333333,NA,17.733333333333334,Other,La Jolla Village,1.57,1.66,0.08999999999999986,NA,NA,NA
10,2019-06-27T00:00:00Z,Search,Idle,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,20.25,NA,20.3,Other,La Jolla Shores,1.73,1.73,0,NA,NA,NA
10,2019-06-27T00:00:00Z,Drive,Drive,5.31,10.88,1,5.92,0,FALSE,TRUE,0,TRUE,Work,Leisure,NA,NA,NA,4,6,20.3,20.366666666666667,20.55,Other,La Jolla Shores,1.73,1.96,0.22999999999999998,32.64705882352941,NA,NA
10,2019-06-27T00:00:00Z,Search,Idle,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,20.55,NA,20.666666666666668,Other,Sorrento Valley,1.96,1.96,0,NA,NA,NA
10,2019-06-27T00:00:00Z,Drive,Drive,5.46,11.32,1,6.11,0,FALSE,TRUE,0,TRUE,Leisure,Work,NA,NA,NA,4,6,20.666666666666668,20.666666666666668,20.85,Other,Sorrento Valley,1.96,2.19,0.22999999999999998,32.3851590106007,NA,NA
10,2019-06-27T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,20.85,NA,20.816666666666666,Other,La Jolla Shores,2.19,2.19,0,NA,NA,NA
10,2019-06-27T00:00:00Z,Drive,Drive,0.86,3.7,2,3,0,FALSE,FALSE,0,TRUE,Food,Food,NA,NA,NA,4,6,20.816666666666666,20.933333333333334,20.983333333333334,Other,La Jolla,2.19,2.32,0.1299999999999999,48.648648648648646,NA,NA
10,2019-06-27T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,20.983333333333334,NA,20.933333333333334,Other,La Jolla,2.32,2.32,0,NA,NA,NA
10,2019-06-27T00:00:00Z,Drive,Drive,3.18,9.25,1,4.15,3,FALSE,FALSE,0,TRUE,Social,Home,NA,NA,NA,4,6,20.933333333333334,21.033333333333335,21.2,Other,La Jolla,2.32,2.47,0.15000000000000036,46.378378378378386,NA,NA
10,2019-06-27T00:00:00Z,Search,Inference,1.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,21.2,NA,21.35,Other,Pacific Beach,2.47,2.65,0.17999999999999972,NA,NA,NA
10,2019-06-27T00:00:00Z,Drive,Drive,3.74,7.62,2,4.16,0,FALSE,TRUE,0,TRUE,Home,Home,NA,NA,NA,4,6,21.35,21.4,21.516666666666666,Other,Pacific Beach,2.65,2.81,0.16000000000000014,32.75590551181102,NA,NA
10,2019-06-27T00:00:00Z,Search,Idle,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,21.516666666666666,NA,21.583333333333332,Other,Clairemont,2.81,2.83,0.020000000000000018,NA,NA,NA
10,2019-06-27T00:00:00Z,Drive,Drive,3.14,6.8,2,3.58,2,FALSE,TRUE,0,TRUE,Home,Home,NA,NA,NA,4,6,21.583333333333332,21.633333333333333,21.75,Other,Clairemont,2.83,2.94,0.10999999999999988,49.235294117647065,NA,NA
10,2019-06-27T00:00:00Z,Return,Home,5.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,21.75,NA,21.95,Other,Pacific Beach,2.94,3.14,0.20000000000000018,NA,NA,NA
11,2019-06-29T00:00:00Z,Search,Idle,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,16.45,NA,16.45,Other,La Jolla Shores,4.68,4.68,0,NA,NA,NA
11,2019-06-29T00:00:00Z,Drive,Drive,14.68,20.7,2,14.25,0,FALSE,TRUE,0,TRUE,Leisure,Hotel,NA,NA,NA,6,6,16.45,16.483333333333334,16.816666666666666,Tourism,La Jolla Shores,4.68,5.15,0.47000000000000064,41.30434782608695,NA,NA
11,2019-06-29T00:00:00Z,Search,Inference,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,16.816666666666666,NA,16.933333333333334,Other,Barrio Logan,5.15,5.22,0.0699999999999994,NA,NA,NA
