Session,Date,Period,Movement,Distance,Duration,Passengers,Earnings,Tips,Cancel,Shared,TrueShared,Conversation,Origin,Goal,RatingConversation,RatingRoute,RatingComfortability,DOW,Month,StartTime,PickupTime,EndTime,TimeLabel,StartLocation,StartGas,EndGas,GasUsage,Wage,RatingSum,RatingMean
20,2019-08-04T00:00:00Z,Drive,Drive,33.53,36,3,29.98,0,FALSE,FALSE,0,FALSE,Hotel,Leisure,3,2,3,7,8,10.116666666666667,10.166666666666666,10.766666666666667,Tourism,Downtown,1.47,2.59,1.1199999999999999,49.96666666666667,8,2.6666666666666665
20,2019-08-04T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,10.766666666666667,NA,10.766666666666667,Other,Carlsbad,2.59,2.59,0,NA,NA,NA
20,2019-08-04T00:00:00Z,Drive,Drive,33.88,36.82,3,30.39,10.32,FALSE,FALSE,0,TRUE,Hotel,Airport,3,4,3,7,8,10.766666666666667,10.833333333333334,11.45,Other,Carlsbad,2.59,3.66,1.0700000000000003,66.33894622487777,10,3.3333333333333335
20,2019-08-04T00:00:00Z,Return,Home,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,11.45,NA,11.866666666666667,Other,Airport,3.66,4.17,0.5099999999999998,NA,NA,NA
21,2019-08-05T00:00:00Z,Search,Inference,2.9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,14.883333333333333,NA,15.066666666666666,Other,University City,4.43,4.59,0.16000000000000014,NA,NA,NA
21,2019-08-05T00:00:00Z,Search,Idle,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,15.066666666666666,NA,15.266666666666667,Other,Eastgate,4.59,4.59,0,NA,NA,NA
21,2019-08-05T00:00:00Z,Drive,Drive,5.32,22,1,8.41,0,FALSE,FALSE,0,TRUE,Hotel,Hotel,4,4,4,1,8,15.266666666666667,15.333333333333334,15.7,Other,UTC,4.59,4.93,0.33999999999999986,22.936363636363634,12,4
21,2019-08-05T00:00:00Z,Search,Hotspot,0.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,15.7,NA,15.8,Other,UTC,4.93,4.98,0.05000000000000071,NA,NA,NA
21,2019-08-05T00:00:00Z,Drive,Drive,1.62,6.28,1,3,0,FALSE,TRUE,0,FALSE,Home,Food,3,4,2,1,8,15.8,15.85,15.95,Other,UTC,4.98,5.12,0.13999999999999968,28.6624203821656,9,3
21,2019-08-05T00:00:00Z,Return,Home,1.3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,15.95,NA,16.1,Other,La Jolla Village,5.12,5.21,0.08999999999999986,NA,NA,NA
22,2019-08-11T00:00:00Z,Search,Inference,0.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9.15,NA,9.2,Other,University City,1.41,1.45,0.040000000000000036,NA,NA,NA
22,2019-08-11T00:00:00Z,Drive,Drive,10.6,19.9,1,11.39,0,FALSE,FALSE,0,FALSE,Home,Leisure,NA,NA,NA,7,8,9.2,9.35,9.683333333333334,Other,University City,1.45,1.93,0.48,34.34170854271357,NA,NA
22,2019-08-11T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,9.683333333333334,NA,9.683333333333334,Other,Marina,1.93,1.93,0,NA,NA,NA
22,2019-08-11T00:00:00Z,Drive,Drive,3.87,15.6,2,6.04,0,FALSE,FALSE,0,TRUE,Hotel,Airport,NA,NA,NA,7,8,9.683333333333334,9.783333333333333,10.033333333333333,Other,Marina,1.93,2.21,0.28,23.23076923076923,NA,NA
22,2019-08-11T00:00:00Z,Search,Idle,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,10.033333333333333,NA,10.05,Other,Airport,2.21,2.21,0,NA,NA,NA
22,2019-08-11T00:00:00Z,Drive,Drive,8.07,16.6,1,9,4.48,FALSE,FALSE,0,TRUE,Airport,Leisure,3,3,4,7,8,10.05,10.1,10.383333333333333,Other,Airport,2.21,2.55,0.33999999999999986,48.722891566265055,10,3.3333333333333335
22,2019-08-11T00:00:00Z,Search,Hotspot,5.2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,10.383333333333333,NA,10.55,Other,Barrio Logan,2.55,2.76,0.20999999999999996,NA,NA,NA
22,2019-08-11T00:00:00Z,Search,Idle,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,10.55,NA,10.566666666666666,Other,North Park,2.76,2.78,0.020000000000000018,NA,NA,NA
22,2019-08-11T00:00:00Z,Drive,Drive,1.08,4.38,1,3,0,FALSE,TRUE,0,FALSE,Food,Home,3,3,4,7,8,10.566666666666666,10.616666666666667,10.683333333333334,Other,North Park,2.78,2.87,0.0900000000000003,41.0958904109589,10,3.3333333333333335
22,2019-08-11T00:00:00Z,Search,Idle,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,10.683333333333334,NA,10.7,Other,South Park,2.87,2.87,0,NA,NA,NA
22,2019-08-11T00:00:00Z,Drive,Drive,3.42,11.8,2,4.88,5,FALSE,TRUE,0,TRUE,Hotel,Leisure,5,5,4,7,8,10.7,10.766666666666667,10.95,Tourism,South Park,2.87,3.14,0.27,50.23728813559321,14,4.666666666666667
22,2019-08-11T00:00:00Z,Search,Hotspot,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,10.95,NA,11.116666666666667,Other,Balboa,3.14,3.28,0.13999999999999968,NA,NA,NA
22,2019-08-11T00:00:00Z,Drive,Drive,2.41,8.95,2,3.59,2,FALSE,FALSE,0,TRUE,Hotel,Food,NA,NA,NA,7,8,11.116666666666667,11.233333333333333,11.383333333333333,Tourism,Mission Valley,3.28,3.47,0.1900000000000004,37.47486033519554,NA,NA
22,2019-08-11T00:00:00Z,Search,Hotspot,2.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,11.383333333333333,NA,11.516666666666667,Other,Midway District,3.47,3.6,0.1299999999999999,NA,NA,NA
22,2019-08-11T00:00:00Z,Drive,Drive,4.14,16.93,2,6.51,0,FALSE,FALSE,0,TRUE,Leisure,Social,NA,NA,NA,7,8,11.516666666666667,11.716666666666667,12,Other,Ocean Beach,3.6,3.98,0.3799999999999999,23.071470761961017,NA,NA
22,2019-08-11T00:00:00Z,Return,Home,11.4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,12,NA,12.416666666666666,Other,Mission Bay,3.98,4.42,0.43999999999999995,NA,NA,NA
23,2019-08-13T00:00:00Z,Search,Idle,0.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,6.766666666666667,NA,6.883333333333333,Other,University City,4.77,4.82,0.05000000000000071,NA,NA,NA
23,2019-08-13T00:00:00Z,Drive,Drive,7.27,14.65,3,8.05,0,FALSE,FALSE,0,FALSE,Home,Work,3,3,5,2,8,6.883333333333333,7,7.233333333333333,MorningCommute,University City,4.82,5.19,0.3700000000000001,32.96928327645051,11,3.6666666666666665
23,2019-08-13T00:00:00Z,Search,Idle,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,7.233333333333333,NA,7.266666666666667,Other,UCSD,5.19,5.19,0,NA,NA,NA
23,2019-08-13T00:00:00Z,Drive,Drive,7.68,21.17,2,9.77,0,FALSE,TRUE,1,TRUE,Home,Work,4,2,5,2,8,7.266666666666667,7.383333333333334,7.733333333333333,MorningCommute,La Jolla Colony,5.19,5.67,0.47999999999999954,27.690127538970238,11,3.6666666666666665
23,2019-08-13T00:00:00Z,Search,None,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,7.733333333333333,NA,7.75,Other,Sorrento Valley,5.67,5.67,0,NA,NA,NA
23,2019-08-13T00:00:00Z,Drive,Drive,5.18,13.15,2,6.34,0,FALSE,FALSE,0,FALSE,Home,School,2,4,4,2,8,7.75,7.833333333333333,8.05,Other,Sorrento Valley,5.67,5.99,0.3200000000000003,28.927756653992393,10,3.3333333333333335
23,2019-08-13T00:00:00Z,Search,Home,7.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,8.05,NA,8.3,Other,UCSD,5.99,6.18,0.1899999999999995,NA,NA,NA
24,2019-08-14T00:00:00Z,Search,Inference,2.7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,14.566666666666666,NA,14.783333333333333,Other,University City,7.03,7.17,0.13999999999999968,NA,NA,NA
24,2019-08-14T00:00:00Z,Search,Idle,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,14.783333333333333,NA,14.816666666666666,Other,UTC,7.17,7.19,0.020000000000000462,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,0.93,6.4,1,3,0,FALSE,FALSE,0,FALSE,Home,Social,3,2,5,3,8,14.816666666666666,14.916666666666666,15.016666666666667,Other,UTC,7.19,7.34,0.14999999999999947,28.125,10,3.3333333333333335
24,2019-08-14T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,15.016666666666667,NA,15.016666666666667,Other,UTC,7.34,7.34,0,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,15.12,55.43,3,22.33,0,FALSE,TRUE,1,TRUE,Work,Home,4,1,4,3,8,15.016666666666667,15.1,16.016666666666666,EveningCommute,UTC,7.34,8.12,0.7799999999999994,24.17102651993505,9,3
24,2019-08-14T00:00:00Z,Search,Hotspot,2.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,16.016666666666666,NA,16.15,Other,City Heights,8.12,8.23,0.11000000000000121,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,5.58,8.95,1,5.65,2,FALSE,FALSE,0,FALSE,Lesiure,Leisure,3,3,4,3,8,16.15,16.2,16.35,Other,City Heights,8.23,8.45,0.21999999999999886,51.284916201117326,10,3.3333333333333335
24,2019-08-14T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,16.35,NA,16.35,Other,East Village,8.45,8.45,0,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,1.6,8.81,1,3.03,2,FALSE,FALSE,0,TRUE,Leisure,Home,5,3,4,3,8,16.35,16.416666666666668,16.566666666666666,Other,East Village,8.45,8.62,0.16999999999999993,34.25652667423382,12,4
24,2019-08-14T00:00:00Z,Search,Idle,0.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,16.566666666666666,NA,16.6,Other,Bankers Hill,8.62,8.65,0.030000000000001137,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,1.08,4.55,3,3,0,FALSE,FALSE,0,FALSE,Work,Social,3,2,2,3,8,16.6,16.65,16.716666666666665,EveningCommute,Bankers Hill,8.65,8.75,0.09999999999999964,39.56043956043956,7,2.3333333333333335
24,2019-08-14T00:00:00Z,Search,Idle,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,16.716666666666665,NA,16.716666666666665,Other,Downtown,8.75,8.75,0,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,2.52,12.43,1,4.44,0,FALSE,TRUE,0,FALSE,Work,Home,3,4,2,3,8,16.716666666666665,16.85,17.05,EveningCommute,Bankers Hill,8.75,8.99,0.2400000000000002,21.432019308125508,9,3
24,2019-08-14T00:00:00Z,Search,Hotspot,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,17.05,NA,17.1,Other,South Park,8.99,9.05,0.0600000000000005,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,1.41,9.35,1,3.02,3,FALSE,FALSE,0,TRUE,Home,Social,5,3,2,3,8,17.1,17.15,17.316666666666666,Other,East Village,9.05,9.18,0.129999999999999,38.63101604278074,10,3.3333333333333335
24,2019-08-14T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,17.316666666666666,NA,17.316666666666666,Other,Marina,9.18,9.18,0,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,3.26,17.1,1,5.98,1,FALSE,FALSE,0,FALSE,Work,Home,2,2,1,3,8,17.316666666666666,17.366666666666667,17.65,EveningCommute,Downtown,9.18,9.46,0.28000000000000114,24.49122807017544,5,1.6666666666666667
24,2019-08-14T00:00:00Z,Search,Home,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,17.65,NA,17.666666666666668,Other,North Park,9.46,9.46,0,NA,NA,NA
24,2019-08-14T00:00:00Z,Drive,Drive,1.66,7.38,2,3,0,FALSE,FALSE,0,TRUE,Home,Food,4,2,1,3,8,17.666666666666668,17.75,17.866666666666667,Other,North Park,9.46,9.64,0.17999999999999972,24.390243902439025,7,2.3333333333333335
24,2019-08-14T00:00:00Z,Return,Home,8.1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,17.866666666666667,NA,18.133333333333333,Other,Normal Heights,9.64,9.91,0.2699999999999996,NA,NA,NA
25,2019-08-20T00:00:00Z,Search,Inference,0.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,15.383333333333333,NA,15.466666666666667,Other,University City,15.78,15.84,0.0600000000000005,NA,NA,NA
25,2019-08-20T00:00:00Z,Drive,Drive,11.93,28.83,1,14.27,0,FALSE,FALSE,0,FALSE,Work,Hotel,3,2,4,2,8,15.466666666666667,15.533333333333333,16.016666666666666,EveningCommute,University City,15.84,16.32,0.4800000000000004,29.698231009365248,9,3
25,2019-08-20T00:00:00Z,Search,Inference,2.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,16.016666666666666,NA,16.216666666666665,Other,Marina,16.32,16.5,0.17999999999999972,NA,NA,NA
25,2019-08-20T00:00:00Z,Search,Idle,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,16.216666666666665,NA,16.433333333333334,Other,Airport,16.5,16.5,0,NA,NA,NA
25,2019-08-20T00:00:00Z,Drive,Drive,3.34,16.75,1,5.95,0,FALSE,FALSE,0,FALSE,Airport,Hotel,3,2,4,2,8,16.433333333333334,16.466666666666665,16.75,Other,Airport,16.5,16.77,0.2699999999999996,21.313432835820898,9,3
25,2019-08-20T00:00:00Z,Search,Inference,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,16.75,NA,16.766666666666666,Other,Little Italy,16.77,16.78,0.010000000000001563,NA,NA,NA
25,2019-08-20T00:00:00Z,Drive,Drive,16.18,43.32,2,20.3,0,FALSE,TRUE,1,FALSE,Leisure,Leisure,3,2,3,2,8,16.766666666666666,16.866666666666667,17.6,Other,Little Italy,16.78,17.56,0.7799999999999976,28.11634349030471,8,2.6666666666666665
25,2019-08-20T00:00:00Z,Search,Idle,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,17.6,NA,17.6,Other,La Jolla,17.56,17.56,0,NA,NA,NA
25,2019-08-20T00:00:00Z,Drive,Drive,0.68,3.2,2,3,0,FALSE,FALSE,0,TRUE,Hotel,Food,5,4,3,2,8,17.6,17.633333333333333,17.7,Other,La Jolla,17.56,17.63,0.07000000000000028,56.25,12,4
25,2019-08-20T00:00:00Z,Search,Idle,0.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,17.7,NA,17.833333333333332,Other,La Jolla,17.63,17.65,0.019999999999999574,NA,NA,NA
25,2019-08-20T00:00:00Z,Search,Home,5.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,17.833333333333332,NA,18.016666666666666,Other,La Jolla,17.65,17.9,0.25,NA,NA,NA
26,2019-08-23T00:00:00Z,Search,Inference,0.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,19.716666666666665,NA,19.766666666666666,Other,UTC,1.65,1.67,0.020000000000000018,NA,NA,NA
26,2019-08-23T00:00:00Z,Drive,Drive,2.95,17.98,1,5.98,3,FALSE,FALSE,0,TRUE,Hotel,Food,5,2,5,5,8,19.766666666666666,19.916666666666668,20.216666666666665,Other,UTC,1.67,1.98,0.31000000000000005,29.96662958843159,12,4
26,2019-08-23T00:00:00Z,Search,Idle,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,20.216666666666665,NA,20.233333333333334,Other,La Jolla Village,1.98,1.98,0,NA,NA,NA
26,2019-08-23T00:00:00Z,Drive,Drive,0.38,3.53,1,3,0,FALSE,FALSE,0,FALSE,Food,Hotel,2,4,5,5,8,20.233333333333334,20.3,20.35,Other,La Jolla Village,1.98,2.07,0.08999999999999986,50.991501416430594,11,3.6666666666666665
26,2019-08-23T00:00:00Z,Search,Inference,1.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,20.35,NA,20.416666666666668,Other,UCSD,2.07,2.14,0.07000000000000028,NA,NA,NA
26,2019-08-23T00:00:00Z,Drive,Drive,6.71,10.93,1,6.84,0,FALSE,TRUE,0,TRUE,Home,Social,4,4,5,5,8,20.416666666666668,20.45,20.633333333333333,Other,UTC,2.14,2.38,0.23999999999999977,37.548032936870996,13,4.333333333333333
26,2019-08-23T00:00:00Z,Search,Idle,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,20.633333333333333,NA,20.65,Other,Clairemont,2.38,2.38,0,NA,NA,NA
26,2019-08-23T00:00:00Z,Drive,Drive,1.53,4.9,1,3,0,FALSE,FALSE,0,TRUE,Home,Social,3,3,5,5,8,20.65,20.716666666666665,20.783333333333335,Other,Clairemont,2.38,2.5,0.1200000000000001,36.73469387755102,11,3.6666666666666665
26,2019-08-23T00:00:00Z,Search,Idle,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,20.783333333333335,NA,20.833333333333332,Other,Clairemont,2.5,2.54,0.040000000000000036,NA,NA,NA
26,2019-08-23T00:00:00Z,Drive,Drive,4.78,16,1,6.72,0,FALSE,FALSE,0,TRUE,Home,Social,5,4,4,5,8,20.833333333333332,20.883333333333333,21.15,Other,Clairemont,2.54,2.76,0.21999999999999975,25.2,13,4.333333333333333
26,2019-08-23T00:00:00Z,Search,Inference,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,21.15,NA,21.25,Other,Pacific Beach,2.76,2.82,0.06000000000000005,NA,NA,NA
26,2019-08-23T00:00:00Z,Drive,Drive,1.44,6.97,2,3,2,FALSE,FALSE,0,FALSE,Social,Home,3,3,3,5,8,21.25,21.283333333333335,21.4,Other,Pacific Beach,2.82,2.92,0.10000000000000009,43.04160688665711,9,3
26,2019-08-23T00:00:00Z,Search,Hotspot,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,21.4,NA,21.75,Other,Pacific Beach,2.92,3.18,0.26000000000000023,NA,NA,NA
26,2019-08-23T00:00:00Z,Search,Idle,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,21.75,NA,21.833333333333332,Other,Point Loma,3.18,3.18,0,NA,NA,NA
26,2019-08-23T00:00:00Z,Return,Home,11.3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,21.833333333333332,NA,22.1,Other,Point Loma,3.18,3.57,0.3899999999999997,NA,NA,NA
27,2019-08-24T00:00:00Z,Search,Inference,0.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,19.783333333333335,NA,19.833333333333332,Other,University City,3.58,3.62,0.040000000000000036,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,0.37,3.13,1,3,0,FALSE,TRUE,0,TRUE,Leisure,Food,4,5,5,6,8,19.833333333333332,19.966666666666665,20.016666666666666,Other,University City,3.62,3.79,0.16999999999999993,57.50798722044729,14,4.666666666666667
27,2019-08-24T00:00:00Z,Search,Idle,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,20.016666666666666,NA,20.033333333333335,Other,La Jolla Shores,3.79,3.79,0,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,4.28,17.72,2,6.78,2,FALSE,FALSE,0,TRUE,Leisure,Hotel,5,5,5,6,8,20.033333333333335,20.116666666666667,20.4,Other,La Jolla,3.79,4.14,0.34999999999999964,29.72911963882619,15,5
27,2019-08-24T00:00:00Z,Search,Idle,0.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,20.4,NA,20.433333333333334,Other,UTC,4.14,4.14,0,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,4.22,5.9,1,4.08,0,FALSE,FALSE,0,FALSE,Work,Home,3,5,5,6,8,20.433333333333334,20.466666666666665,20.566666666666666,Other,UTC,4.14,4.31,0.16999999999999993,41.49152542372881,13,4.333333333333333
27,2019-08-24T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,20.566666666666666,NA,20.566666666666666,Other,Clairemont,4.31,4.31,0,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,9.99,15.15,1,9.93,0,FALSE,FALSE,0,FALSE,Home,Social,3,3,4,6,8,20.566666666666666,20.65,20.9,Nightlife,Clairemont,4.31,4.66,0.35000000000000053,39.32673267326732,10,3.3333333333333335
27,2019-08-24T00:00:00Z,Search,Hotspot,2.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,20.9,NA,21.1,Other,Little Italy,4.66,4.78,0.1200000000000001,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,1.76,5.73,2,3,2,FALSE,FALSE,0,TRUE,Social,Home,3,2,4,6,8,21.1,21.133333333333333,21.216666666666665,Other,East Village,4.78,4.9,0.1200000000000001,52.35602094240838,9,3
27,2019-08-24T00:00:00Z,Search,Hotspot,0.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,21.216666666666665,NA,21.25,Other,Downtown,4.9,4.91,0.009999999999999787,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,1.06,9.47,2,3,0,FALSE,FALSE,0,TRUE,Home,Social,4,3,4,6,8,21.25,21.3,21.45,Nightlife,Bankers Hill,4.91,5.05,0.13999999999999968,19.007391763463566,11,3.6666666666666665
27,2019-08-24T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,21.45,NA,21.45,Other,Little Italy,5.05,5.05,0,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,1.39,8.3,4,3,0,FALSE,FALSE,0,FALSE,Social,Social,3,2,3,6,8,21.45,21.5,21.633333333333333,Nightlife,Little Italy,5.05,5.18,0.1299999999999999,21.686746987951807,8,2.6666666666666665
27,2019-08-24T00:00:00Z,Search,None,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,21.633333333333333,NA,21.633333333333333,Other,Gaslamp,5.18,5.18,0,NA,NA,NA
27,2019-08-24T00:00:00Z,Drive,Drive,7.06,13.83,3,7.72,3,FALSE,FALSE,0,FALSE,Social,Home,3,3,3,6,8,21.633333333333333,21.683333333333334,21.9,Other,Gaslamp,5.18,5.5,0.3200000000000003,46.50759219088937,9,3
27,2019-08-24T00:00:00Z,Return,Home,10.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,21.9,NA,10.166666666666666,Other,Serra Mesa,5.5,5.79,0.29000000000000004,NA,NA,NA
